Column1,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
"'2022-04-14T08:00:00',",283.895,"102,087.79","2,127,226","8,544,745",285.488,0,1.751,0.657
"'2022-04-14T09:00:00',",284.692,"102,082.17","3,692,770","9,650,006",286.968,0,1.945,0.55
"'2022-04-14T10:00:00',",284.867,"102,053.33","5,775,578","10,761,566",288.724,0,2.707,0.234
"'2022-04-14T11:00:00',",284.383,"102,055.78","7,888,614","11,927,583",289.723,0,2.93,-0.618
"'2022-04-14T12:00:00',",283.919,"102,072.62","9,979,608","13,098,346",290.168,0,2.934,-1.15
"'2022-04-14T13:00:00',",284.065,"102,064.73","11,839,926","14,320,402",290.276,0.001,2.665,-1.985
"'2022-04-14T14:00:00',",284.116,"102,109.77","13,414,774","15,531,472",290.11,0.001,2.069,-2.593
"'2022-04-14T15:00:00',",283.065,"102,113.68","14,778,978","16,764,138",289.808,0.001,1.872,-2.965
"'2022-04-14T16:00:00',",282.318,"102,137.21","15,636,180","17,968,319",289.194,0.001,1.544,-2.612
"'2022-04-14T17:00:00',",282.566,"102,171.11","16,142,520","19,166,054",288.433,0.001,1.277,-1.969
"'2022-04-14T18:00:00',",282.537,"102,212.27","16,431,072","20,319,980",287.316,0.001,1.352,-1.751
"'2022-04-14T19:00:00',",281.219,"102,266.18","16,453,912","21,435,050",285.452,0.001,1.187,-1.71
"'2022-04-14T20:00:00',",281.139,"102,326.00","16,453,912","22,459,205",283.993,0.001,1.478,-1.583
"'2022-04-14T21:00:00',",281.036,"102,383.12","16,453,912","23,478,744",282.85,0.001,1.187,-2.025
"'2022-04-14T22:00:00',",280.767,"102,441.79","16,453,912","24,483,011",281.921,0.001,0.363,-2.457
"'2022-04-14T23:00:00',",280.339,"102,481.45","16,453,912","25,474,942",281.228,0.001,-0.341,-2.272
"'2022-04-15T00:00:00',",279.818,"102,473.99","16,453,912","26,455,874",280.597,0.001,-0.699,-1.839
"'2022-04-15T01:00:00',",279.328,"102,477.49",0,"973,334.50",279.972,0,-0.704,-1.56
"'2022-04-15T02:00:00',",278.82,"102,507.66",0,"1,942,433.25",279.283,0,-0.699,-1.45
"'2022-04-15T03:00:00',",278.276,"102,534.66",0,"2,917,048.31",278.639,0,-0.88,-1.446
"'2022-04-15T04:00:00',",277.935,"102,540.47",0,"3,907,911.94",278.284,0,-1.009,-1.378
"'2022-04-15T05:00:00',",277.723,"102,602.36","4,721","4,917,478.63",278.077,0,-0.971,-1.247
"'2022-04-15T06:00:00',",278.559,"102,648.34","221,920","5,932,048",279.137,0,-0.673,-0.942
"'2022-04-15T07:00:00',",279.278,"102,728.23","722,860","7,081,973",281.146,0,-1.4,-1.987
"'2022-04-15T16:00:00',",279.725,"102,823.95","12,496,018","18,196,634",285.6,0,-1.663,-1.882
"'2022-04-15T17:00:00',",279.407,"102,853.84","12,980,326","19,442,497",285.299,0,-1.761,-1.755
"'2022-04-15T18:00:00',",279.508,"102,884.69","13,171,870","20,685,869",284.867,0,-1.415,-1.37
"'2022-04-15T19:00:00',",278.748,"102,921.95","13,192,538","21,877,132",283.278,0,-1.788,-1.455
"'2022-04-15T20:00:00',",278.861,"102,998.76","13,192,538","23,120,707",283.077,0,-2.012,-1.558
"'2022-04-15T21:00:00',",278.909,"103,003.27","13,192,538","24,382,676",282.922,0,-2.164,-1.287
"'2022-04-15T22:00:00',",279.037,"103,025.93","13,192,538","25,598,617",282.568,0,-1.777,-0.885
"'2022-04-15T23:00:00',",279.102,"103,020.55","13,192,538","26,823,351",282.348,0,-1.876,-1.005
"'2022-04-16T00:00:00',",279.032,"103,034","13,192,538","28,052,329",282.246,0,-2.396,-0.976
"'2022-04-17T00:00:00',",272.83,"103,099.44","21,199,782","24,364,132",280.086,0,-3.021,1.492
"'2022-04-17T01:00:00',",272.824,"103,061.15",0,"887,743.19",279.493,0,-2.593,1.6
"'2022-04-17T02:00:00',",272.749,"103,034.47",0,"1,767,808.38",278.862,0,-2.306,1.535
"'2022-04-17T03:00:00',",272.69,"103,011.88",0,"2,641,551",278.236,0,-2.183,1.309
"'2022-04-17T04:00:00',",272.678,"102,984.40",0,"3,510,295.38",277.659,0,-2.294,1.123
"'2022-04-17T05:00:00',",272.873,"102,958.65","10,176","4,375,774.50",277.225,0,-2.394,1.146
"'2022-04-17T06:00:00',",273.71,"102,945.15","311,032","5,242,306",278.023,0,-2.187,1.167
"'2022-04-17T07:00:00',",273.778,"102,897.50","1,173,104","6,113,029",280.339,0,-2.056,1.886
"'2022-04-17T08:00:00',",274.24,"102,897.94","2,633,798","6,998,556",282.156,0,-2.154,2.199
"'2022-04-17T09:00:00',",275.208,"102,854.65","4,637,770","7,903,500",283.842,0,-2.148,2.074
"'2022-04-17T10:00:00',",275.848,"102,800.85","7,073,822","8,829,387",285.48,0,-2.331,1.885
"'2022-04-17T11:00:00',",275.943,"102,716.87","9,791,888","9,775,733",286.882,0,-2.807,1.721
"'2022-04-17T12:00:00',",275.829,"102,627.42","12,617,068","10,740,090",287.93,0,-3.091,1.703
"'2022-04-17T13:00:00',",275.961,"102,550.79","15,367,570","11,718,902",288.676,0,-3.193,1.798
"'2022-04-17T14:00:00',",276.307,"102,471.04","17,868,338","12,709,048",289.116,0,-3.318,1.756
"'2022-04-17T15:00:00',",276.581,"102,389.56","19,964,088","13,708,219",289.238,0,-3.411,1.654
"'2022-04-17T16:00:00',",276.856,"102,330.82","21,538,184","14,711,883",289.048,0,-3.31,1.524
"'2022-04-17T17:00:00',",278.185,"102,295.77","22,527,140","15,715,004",288.353,0,-2.735,0.92
"'2022-04-17T18:00:00',",278.11,"102,270.50","22,946,862","16,711,276",286.784,0,-2.609,0.645
"'2022-04-17T19:00:00',",277.713,"102,200.01","22,988,714","17,696,799",285.566,0,-2.877,0.527
"'2022-04-17T20:00:00',",277.113,"102,182.52","22,988,714","18,670,456",284.39,0,-2.991,0.743
"'2022-04-17T21:00:00',",276.542,"102,131.32","22,988,714","19,633,145",283.504,0,-3.061,0.985
"'2022-04-17T22:00:00',",276.016,"102,134.22","22,988,714","20,584,636",282.748,0,-2.934,1.339
"'2022-04-17T23:00:00',",275.709,"102,096.88","22,988,714","21,525,920",282.017,0,-2.577,1.722
"'2022-04-18T00:00:00',",275.585,"102,100.57","22,988,714","22,458,376",281.379,0,-2.246,2.027
"'2022-04-18T01:00:00',",275.367,"102,058.31",0,"926,043.13",280.839,0,-1.97,2.228
"'2022-04-18T02:00:00',",275.06,"102,029.13",0,"1,846,106.31",280.317,0,-1.73,2.233
"'2022-04-18T03:00:00',",274.791,"101,994.54",0,"2,760,613.13",279.747,0,-1.531,2.18
"'2022-04-18T04:00:00',",274.6,"101,963.46",0,"3,669,461.81",279.184,0,-1.485,2.121
"'2022-04-18T05:00:00',",274.678,"101,960.02","12,876","4,573,715.88",278.741,0,-1.526,2.032
"'2022-04-18T06:00:00',",275.563,"101,940.95","322,742","5,478,963",279.497,0,-1.218,1.777
"'2022-04-18T07:00:00',",275.438,"101,951.18","1,176,124","6,395,300",281.984,0,-0.941,2.056
"'2022-04-18T08:00:00',",276.105,"101,935.17","2,598,718","7,332,067",284.129,0,-0.91,2.15
"'2022-04-18T09:00:00',",276.74,"101,927.31","4,536,946","8,304,327",286.083,0,-0.824,2.165
"'2022-04-18T10:00:00',",277.142,"101,907.63","6,923,840","9,290,033",287.725,0,-0.77,2.085
"'2022-04-18T11:00:00',",276.837,"101,861.65","9,571,498","10,295,004",288.988,0,-0.861,1.944
"'2022-04-18T12:00:00',",276.549,"101,831.40","12,349,806","11,314,497",289.848,0,-0.978,1.725
"'2022-04-18T13:00:00',",276.575,"101,796.79","15,064,632","12,343,998",290.396,0,-1.051,1.519
"'2022-04-18T14:00:00',",276.714,"101,745.14","17,541,022","13,379,287",290.71,0,-1.217,1.365
"'2022-04-18T15:00:00',",276.852,"101,687.50","19,622,208","14,417,180",290.797,0,-1.397,1.267
"'2022-04-18T16:00:00',",276.999,"101,634.86","21,200,752","15,456,537",290.596,0,-1.562,1.102
"'2022-04-18T17:00:00',",278.728,"101,611.75","22,184,510","16,492,618",289.915,0,-1.5,0.612
"'2022-04-18T18:00:00',",279.115,"101,599.61","22,591,082","17,528,900",288.348,0,-2.004,0.391
"'2022-04-18T19:00:00',",278.583,"101,587.76","22,635,372","18,553,108",286.877,0,-2.382,0.006
"'2022-04-18T20:00:00',",278.029,"101,617.04","22,635,372","19,562,537",285.294,0,-2.413,0.23
"'2022-04-18T21:00:00',",277.616,"101,597.95","22,635,372","20,567,277",284.09,0,-2.398,0.481
"'2022-04-18T22:00:00',",277.413,"101,590.66","22,635,372","21,565,144",283.074,0,-2.306,0.672
"'2022-04-18T23:00:00',",277.307,"101,569.83","22,635,372","22,554,419",282.099,0,-2.218,0.757
"'2022-04-19T00:00:00',",277.237,"101,544.10","22,635,372","23,532,244",281.177,0,-2.184,0.594
"'2022-04-22T08:00:00',",279.971,"100,845.73","2,282,698","8,772,863",285.005,0,-5.684,-1.699
"'2022-04-22T09:00:00',",279.659,"100,802.91","3,738,778","9,937,546",285.986,0,-5.829,-1.693
"'2022-04-22T10:00:00',",279.66,"100,741.46","5,273,886","11,119,901",286.806,0,-6.204,-1.593
"'2022-04-23T09:00:00',",280.385,"100,512.36","4,671,844","9,230,867",286.889,0,-6.15,-0.275
"'2022-04-30T00:00:00',",276.272,"102,901.23","14,596,488","26,006,911",279.881,0,-0.922,-2.726
"'2022-04-30T01:00:00',",276.414,"102,884.39",0,"969,576.44",279.33,0,-0.55,-2.455
"'2022-04-30T02:00:00',",276.577,"102,851.83",0,"1,929,205.69",278.838,0,-0.232,-2.37
"'2022-04-30T03:00:00',",276.638,"102,827.84",0,"2,848,332.06",278.304,0,-0.036,-2.352
"'2022-04-30T04:00:00',",276.685,"102,779.91",0,"3,780,426.63",277.968,0,0.102,-2.166
"'2022-04-30T05:00:00',",276.873,"102,784.65","66,864","4,715,298",277.918,0,0.245,-1.768
"'2022-04-30T06:00:00',",277.762,"102,797.62","518,192","5,642,541",279.422,0,0.418,-1.494
"'2022-04-30T07:00:00',",278.303,"102,834.76","1,347,786","6,695,859",281.363,0,0.305,-1.507
"'2022-04-30T08:00:00',",277.201,"102,812.62","2,433,814","7,815,539",282.771,0,0.429,-2.462
"'2022-04-30T09:00:00',",277.152,"102,781.50","3,375,886","9,021,817",283.356,0,1.061,-2.111
"'2022-04-30T10:00:00',",277.425,"102,759.50","4,313,582","10,233,875",283.617,0,1.52,-2.365
"'2022-04-30T11:00:00',",277.446,"102,704.39","5,419,536","11,472,527",283.829,0,1.586,-2.679
"'2022-04-30T12:00:00',",277.119,"102,660.46","6,406,208","12,678,946",283.96,0,1.439,-2.57
"'2022-04-30T13:00:00',",276.895,"102,599.66","7,750,940","13,872,891",284.494,0,1.462,-2.381
"'2022-04-30T14:00:00',",276.449,"102,571.75","8,808,970","15,088,028",284.546,0,1.518,-2.207
"'2022-04-30T15:00:00',",276.165,"102,533.59","9,546,834","16,329,854",284.359,0,1.582,-2.295
"'2022-04-30T16:00:00',",276.224,"102,508.83","10,130,538","17,549,388",284.075,0,1.51,-2.437
"'2022-04-30T17:00:00',",276.273,"102,481.41","10,697,220","18,715,307",283.819,0,1.315,-2.53
"'2022-04-30T18:00:00',",276.554,"102,482.21","11,006,016","19,859,755",283.339,0,0.994,-2.135
"'2022-04-30T19:00:00',",277.302,"102,527.58","11,055,854","21,054,261",282.794,0,0.935,-1.707
"'2022-04-30T20:00:00',",277.497,"102,550.57","11,055,854","22,236,521",282.298,0,0.905,-1.853
"'2022-04-30T21:00:00',",277.74,"102,548.63","11,055,854","23,405,617",281.876,0,0.536,-1.766
"'2022-04-30T22:00:00',",277.986,"102,533.53","11,055,854","24,534,617",281.364,0,0.366,-1.713
"'2022-04-30T23:00:00',",278.205,"102,509.05","11,055,854","25,697,088",281.165,0,0.461,-1.588
"'2022-05-01T00:00:00',",278.358,"102,483.61","11,055,854","26,846,909",280.9,0,0.573,-1.544
"'2022-05-01T01:00:00',",278.536,"102,466.54",0,"1,152,859.50",280.727,0,0.478,-1.408
"'2022-05-01T02:00:00',",278.617,"102,460.16",0,"2,252,917.06",280.265,0,0.393,-1.445
"'2022-05-01T03:00:00',",278.698,"102,432.59",0,"3,400,354.13",280.18,0,0.302,-1.466
"'2022-05-01T04:00:00',",278.728,"102,421.31",0,"4,517,954.50",279.926,0,0.118,-1.548
"'2022-05-01T05:00:00',",278.836,"102,433.54","50,595","5,615,492",279.839,0,-0.182,-1.402
"'2022-05-01T06:00:00',",279.147,"102,424.27","315,494","6,663,475",280.461,0,-0.448,-1.142
"'2022-05-01T07:00:00',",279.315,"102,466.85","992,650","7,771,927",282.008,0,-0.4,-1.172
"'2022-05-01T08:00:00',",279.159,"102,478.81","1,878,692","8,912,740",282.934,0,-0.263,-1.222
"'2022-05-01T09:00:00',",278.071,"102,484.95","3,107,124","10,077,814",283.894,0,-0.169,-1.383
"'2022-05-01T10:00:00',",276.503,"102,421.50","4,699,914","11,218,554",284.571,0,-0.563,-0.267
"'2022-05-01T11:00:00',",276.571,"102,376.50","6,634,930","12,371,741",285.357,0,-0.026,0.375
"'2022-05-01T12:00:00',",276.654,"102,353.41","8,426,324","13,568,532",285.781,0,0.696,0.051
"'2022-05-01T13:00:00',",276.592,"102,297.99","10,131,100","14,782,993",286.099,0,0.525,-0.589
"'2022-05-01T14:00:00',",276.271,"102,260.67","11,215,836","16,005,195",286.001,0,0.25,-0.999
"'2022-05-01T15:00:00',",276.289,"102,237.44","12,332,888","17,229,794",286.229,0,-0.024,-1.124
"'2022-05-01T16:00:00',",276.034,"102,206.67","13,178,264","18,435,427",286.224,0,-0.331,-1.113
"'2022-05-01T17:00:00',",275.94,"102,201.45","13,767,972","19,647,388",286.121,0,-0.482,-1.061
"'2022-05-01T18:00:00',",277.271,"102,203.41","14,042,824","20,867,780",285.703,0,-0.543,-0.635
"'2022-05-01T19:00:00',",278.176,"102,164.54","14,123,276","22,019,468",284.702,0,-0.428,-1.224
"'2022-05-01T20:00:00',",278.451,"102,231.70","14,123,276","23,109,861",283.05,0,-0.588,-1.336
"'2022-05-01T21:00:00',",277.652,"102,222.88","14,123,276","24,131,921",281.57,0,-1.001,-1.73
"'2022-05-01T22:00:00',",277.522,"102,182.37","14,123,276","25,146,067",280.708,0,-1.235,-1.676
"'2022-05-01T23:00:00',",277.429,"102,154.91","14,123,276","26,151,697",280.037,0,-1.487,-1.343
"'2022-05-02T00:00:00',",277.32,"102,135.43","14,123,276","27,137,530",279.34,0,-1.709,-0.773
"'2022-05-02T01:00:00',",277.125,"102,107.46",0,"990,595.88",278.815,0,-1.785,-0.35
"'2022-05-02T02:00:00',",276.779,"102,091.90",0,"1,952,112.13",278.181,0,-1.759,-0.395
"'2022-05-02T03:00:00',",276.461,"102,071.88",0,"2,902,599.13",277.588,0,-1.683,-0.692
"'2022-05-02T04:00:00',",276.202,"102,061.26",0,"3,846,954.19",277.096,0,-1.501,-1.043
"'2022-05-02T05:00:00',",276.464,"102,064.15","83,799","4,796,522.50",277.241,0,-1.301,-1.178
"'2022-05-02T06:00:00',",278.529,"102,073.19","575,816","5,761,684",280.31,0,-0.991,-0.817
"'2022-05-02T07:00:00',",278.784,"102,067.74","1,634,410","6,713,784",282.965,0,-1.098,-1.252
"'2022-05-02T08:00:00',",279.361,"102,077.24","3,267,374","7,687,765",285.128,0,-1.087,-1.482
"'2022-05-02T09:00:00',",278.46,"102,048.82","5,464,966","8,679,175",286.775,0,-1.548,-2.001
"'2022-05-02T10:00:00',",278.24,"102,031","8,068,416","9,684,026",287.781,0,-1.59,-1.818
"'2022-05-02T11:00:00',",277.84,"101,967.93","10,758,710","10,748,816",288.483,0,-1.201,-1.509
"'2022-05-02T12:00:00',",277.273,"101,955.35","13,425,760","11,840,465",289.227,0,-0.833,-1.526
"'2022-05-02T13:00:00',",276.998,"101,899.71","15,761,196","12,966,454",289.566,0,-0.47,-1.595
"'2022-05-02T14:00:00',",276.79,"101,872.91","17,966,714","14,134,649",290.099,0,-0.325,-1.826
"'2022-05-02T15:00:00',",276.737,"101,826.27","19,978,022","15,293,162",290.238,0,-0.246,-2.128
"'2022-05-02T16:00:00',",276.635,"101,807.16","21,383,746","16,413,948",289.92,0,-0.057,-2.506
"'2022-05-02T17:00:00',",277.461,"101,789.52","22,373,292","17,541,984",289.229,0,0.308,-2.974
"'2022-05-02T18:00:00',",278.231,"101,822.09","22,894,884","18,629,720",287.703,0,0.655,-3.536
"'2022-05-02T19:00:00',",277.438,"101,857.95","23,026,584","19,696,131",285.904,0,0.581,-3.907
"'2022-05-02T20:00:00',",277.252,"101,921.98","23,026,584","20,729,364",284.463,0,0.117,-3.591
"'2022-05-02T21:00:00',",277.342,"101,941.97","23,026,584","21,740,141",283.356,0,-0.366,-3.302
"'2022-05-02T22:00:00',",277.523,"101,961.66","23,026,584","22,760,683",282.586,0,-0.843,-2.755
"'2022-05-02T23:00:00',",277.648,"101,940.40","23,026,584","23,771,893",281.861,0,-1.078,-2.184
"'2022-05-03T00:00:00',",277.666,"101,935.16","23,026,584","24,768,391",281.181,0,-0.887,-1.984
"'2022-05-03T09:00:00',",279.897,"101,981.21","4,195,024","9,485,168",285.759,0,-0.062,-1.898
"'2022-05-04T00:00:00',",277.07,"101,972.49","14,607,524","27,580,905",281.777,0,-1.356,-1.843
"'2022-05-04T01:00:00',",276.752,"101,956.07",0,"1,143,933",281.329,0,-1.243,-1.828
"'2022-05-04T02:00:00',",276.487,"101,954.37",0,"2,305,421.31",281.055,0,-1.094,-1.94
"'2022-05-04T03:00:00',",276.278,"101,931.90",0,"3,444,310.69",280.671,0,-1.02,-1.986
"'2022-05-04T04:00:00',",276.095,"101,897.68",0,"4,638,609.50",280.615,0,-1.014,-1.837
"'2022-05-04T05:00:00',",276.318,"101,890.94","43,930","5,764,382.13",280.38,0,-1.081,-1.684
"'2022-05-04T06:00:00',",276.429,"101,919.45","351,410","6,904,681",280.934,0,-1.298,-1.658
"'2022-05-04T07:00:00',",277.015,"101,934.31","1,114,970","7,998,238",282.027,0,-0.822,-1.251
"'2022-05-04T08:00:00',",277.47,"101,940","2,335,522","9,086,199",283.235,0,-0.642,-1.278
"'2022-05-04T09:00:00',",277.656,"101,920.16","4,165,362","10,109,071",284.408,0,0.072,-1.194
"'2022-05-04T10:00:00',",277.621,"101,905.82","6,604,774","11,147,671",285.704,0,0.399,-1.247
"'2022-05-04T11:00:00',",278.134,"101,889.50","9,357,462","12,208,611",286.587,0,0.594,-1.346
"'2022-05-04T12:00:00',",278.496,"101,864.38","12,017,910","13,283,060",287.245,0,0.772,-1.176
"'2022-05-04T13:00:00',",278.782,"101,823.29","14,390,788","14,368,362",287.705,0,1.018,-0.888
"'2022-05-04T14:00:00',",278.873,"101,822.61","16,073,340","15,555,419",287.922,0,1.469,-0.754
"'2022-05-04T15:00:00',",278.836,"101,800.23","17,145,534","16,780,340",287.637,0,1.896,-1.049
"'2022-05-04T16:00:00',",279.08,"101,762.09","17,677,338","18,065,621",287.005,0,2.096,-1.483
"'2022-05-04T17:00:00',",279.374,"101,756.63","18,090,096","19,342,735",286.379,0,1.921,-1.706
"'2022-05-04T18:00:00',",279.718,"101,773.94","18,316,130","20,576,439",285.76,0,1.404,-1.376
"'2022-05-04T19:00:00',",278.882,"101,821.36","18,446,078","21,645,023",284.892,0,1.553,-1.659
"'2022-05-04T20:00:00',",278.88,"101,876.12","18,446,192","22,793,022",284.115,0,1.038,-1.614
"'2022-05-04T21:00:00',",278.903,"101,909.94","18,446,192","23,982,100",283.633,0,0.766,-1.635
"'2022-05-04T22:00:00',",278.948,"101,922.65","18,446,192","25,142,959",283.059,0,0.56,-1.547
"'2022-05-04T23:00:00',",279.106,"101,939.08","18,446,192","26,289,299",282.517,0,0.495,-1.311
"'2022-05-05T00:00:00',",279.48,"101,941.51","18,446,192","27,393,037",281.675,0,0.456,-1.159
"'2022-05-10T09:00:00',",285.816,"101,729.71","1,904,376","11,375,242",291.727,0,1.902,3.987
"'2022-05-10T10:00:00',",286.365,"101,660.82","2,987,892","12,719,986",293.033,0,1.883,4.43
"'2022-05-10T11:00:00',",286.063,"101,601.31","4,380,478","14,079,077",294.248,0,2.917,4.66
"'2022-05-16T11:00:00',",287.362,"101,325.46","10,036,522","13,390,572",298.015,0,1.987,2.149
"'2022-05-22T10:00:00',",282.11,"101,592.90","7,692,654","10,898,784",290.643,0,-1.462,0.753
"'2022-05-23T17:00:00',",290.608,"99,373.70","17,542,148","21,559,027",293.075,0.008,-1.489,1.669
"'2022-05-23T18:00:00',",290.494,"99,320.43","17,744,496","22,923,157",291.734,0.011,-0.899,1.93
"'2022-05-27T01:00:00',",285.439,"101,826.33",0,"1,369,716.75",287.391,0.001,5.157,1.209
"'2022-05-27T02:00:00',",286.022,"101,814.54",0,"2,732,925.63",287.041,0.001,4.828,-0.808
"'2022-05-27T07:00:00',",282.531,"101,995.41","1,705,106","8,839,744",287.596,0.002,4.433,-1.663
"'2022-05-27T08:00:00',",281.603,"101,997.11","3,258,658","9,961,103",288.11,0.002,4.858,-1.677
"'2022-05-31T00:00:00',",279.779,"101,389.77","18,430,640","27,092,303",283.277,0.001,-2.416,0.209
"'2022-05-31T01:00:00',",279.559,"101,381.13",0,"1,083,257.50",283.008,0,-2.36,0.36
"'2022-05-31T02:00:00',",279.264,"101,354.82",0,"2,231,586.56",283.102,0,-2.247,0.432
"'2022-05-31T03:00:00',",279.034,"101,340.22",0,"3,347,270.06",282.893,0,-2.032,0.537
"'2022-05-31T04:00:00',",279.187,"101,323.73","14,428","4,487,859.38",282.852,0,-1.779,0.606
"'2022-05-31T05:00:00',",279.893,"101,312.38","199,331","5,613,499.50",283.187,0,-1.341,0.536
"'2022-05-31T06:00:00',",279.764,"101,323.52","751,526","6,714,953",284.477,0,-1.073,0.995
"'2022-05-31T07:00:00',",281.106,"101,321.36","1,524,536","7,865,178",285.286,0,-1.921,0.817
"'2022-05-31T08:00:00',",281.298,"101,279.88","2,885,192","8,990,827",286.462,0,-2.1,1.295
"'2022-05-31T09:00:00',",281.62,"101,259.55","4,943,526","10,063,577",287.773,0,-2.154,1.759
"'2022-05-31T10:00:00',",281.623,"101,212.76","7,464,814","11,140,271",288.861,0,-1.728,1.747
"'2022-05-31T11:00:00',",282.057,"101,225.72","10,154,048","12,253,724",289.762,0,-0.636,1.957
"'2022-05-31T12:00:00',",282.539,"101,237.02","12,793,640","13,388,208",290.254,0,0.408,1.806
"'2022-05-31T13:00:00',",282.526,"101,191.43","15,252,512","14,567,728",290.536,0,0.686,1.199
"'2022-05-31T14:00:00',",282.056,"101,160.59","17,620,698","15,729,164",290.739,0,0.599,0.726
"'2022-05-31T15:00:00',",280.993,"101,141.58","19,584,292","16,910,798",290.825,0,0.252,0.97
"'2022-05-31T16:00:00',",279.948,"101,116.25","20,936,852","18,087,384",290.47,0,0.79,1.125
"'2022-05-31T17:00:00',",281.428,"101,147.47","21,857,642","19,293,854",289.044,0.001,2.388,-0.078
"'2022-05-31T18:00:00',",282.937,"101,188.03","22,324,356","20,479,372",287.318,0.001,2.412,-1.108
"'2022-05-31T19:00:00',",282.435,"101,193.11","22,607,284","21,599,693",286.311,0.002,-0.713,-0.899
"'2022-05-31T20:00:00',",282.554,"101,257.90","22,631,232","22,808,239",285.769,0.003,-1.06,0.959
"'2022-05-31T21:00:00',",283.216,"101,312.22","22,631,232","24,035,998",285.074,0.004,-0.539,2.271
"'2022-05-31T22:00:00',",283.269,"101,282.97","22,631,232","25,250,332",284.567,0.005,-0.337,2.703
"'2022-05-31T23:00:00',",283.209,"101,250.31","22,631,232","26,437,974",284.255,0.005,0.374,2.72
"'2022-06-01T00:00:00',",282.958,"101,253.81","22,631,232","27,605,524",284.087,0.005,1.617,2.508
"'2022-06-04T00:00:00',",281.709,"101,961.22","26,106,132","27,762,038",286.447,0.001,-2.505,-3.15
"'2022-06-04T01:00:00',",281.267,"101,977.72",0,"1,223,893",285.77,0,-2.448,-3.424
"'2022-06-04T02:00:00',",280.91,"101,913.75",0,"2,427,536",285.111,0,-2.933,-3.52
"'2022-06-04T03:00:00',",280.746,"101,915.63",0,"3,612,459.19",284.718,0,-3.004,-3.068
"'2022-06-04T04:00:00',",280.902,"101,895.30","15,371","4,782,898.19",284.545,0,-2.824,-2.634
"'2022-06-04T05:00:00',",281.504,"101,901.57","180,556","5,992,276",284.947,0,-2.156,-2.489
"'2022-06-04T06:00:00',",281.936,"101,951.04","639,538","7,181,989",285.638,0,-2.049,-2.844
"'2022-06-04T07:00:00',",282.893,"102,002.11","1,081,724","8,445,129",286.72,0,-2.92,-2.981
"'2022-06-04T08:00:00',",283.33,"102,003.36","1,768,076","9,723,049",287.67,0,-3.238,-2.919
"'2022-06-04T09:00:00',",283.923,"101,994.24","2,857,168","10,993,017",289.041,0,-3.406,-3.026
"'2022-06-04T10:00:00',",284.755,"102,018.88","4,859,932","12,232,535",291.011,0,-3.666,-2.849
"'2022-06-04T11:00:00',",285.444,"102,026.44","7,684,664","13,426,565",292.826,0,-3.874,-2.629
"'2022-06-04T12:00:00',",285.667,"102,021.69","10,402,644","14,658,662",293.752,0,-4.063,-2.824
"'2022-06-04T13:00:00',",285.737,"101,995.82","13,278,520","15,883,123",294.568,0,-4.446,-2.767
"'2022-06-04T14:00:00',",285.643,"101,974.76","15,912,440","17,125,001",295.054,0,-4.606,-2.443
"'2022-06-04T15:00:00',",285.582,"101,950.41","18,260,940","18,357,740",295.377,0,-4.565,-2.156
"'2022-06-04T16:00:00',",285.461,"101,909.81","20,149,272","19,590,146",295.331,0,-4.372,-2.014
"'2022-06-04T17:00:00',",285.603,"101,884.82","21,530,596","20,820,859",295.013,0,-3.759,-2.073
"'2022-06-04T18:00:00',",285.8,"101,898.85","22,347,056","22,048,574",294.121,0,-3.031,-2.417
"'2022-06-04T19:00:00',",286,"101,833.70","22,704,736","23,263,130",293.143,0,-2.942,-2.464
"'2022-06-04T20:00:00',",285.284,"101,844.51","22,757,144","24,448,267",291.582,0,-3.298,-3.078
"'2022-06-04T21:00:00',",284.553,"101,858.15","22,757,144","25,652,561",290.335,0,-3.683,-3.079
"'2022-06-04T22:00:00',",283.869,"101,902.12","22,757,144","26,863,669",289.406,0,-3.737,-2.491
"'2022-06-04T23:00:00',",283.422,"101,893.99","22,757,144","28,086,514",288.845,0,-3.659,-2.097
"'2022-06-05T00:00:00',",283.148,"101,831.02","22,757,144","29,337,449",288.611,0,-3.752,-1.962
"'2022-06-05T15:00:00',",289.955,"101,071.07","7,026,204","19,970,108",291.154,0.015,-1.377,-1.306
"'2022-06-05T16:00:00',",290.083,"101,019.81","7,191,348","21,381,136",290.973,0.019,-0.518,-1.607
"'2022-06-05T17:00:00',",290.001,"100,973.32","7,340,480","22,787,571",290.843,0.025,0.434,-1.719
"'2022-06-05T18:00:00',",289.782,"100,965.70","7,427,320","24,196,271",290.49,0.032,1.625,-1.775
"'2022-06-05T19:00:00',",289.688,"100,913.22","7,458,288","25,592,977",290.288,0.034,4.168,0.594
"'2022-06-05T20:00:00',",289.112,"101,009.32","7,472,524","26,970,517",289.687,0.035,5.012,0.333
"'2022-06-06T15:00:00',",284.622,"101,311.48","12,921,340","18,974,465",287.512,0.002,5.373,3.546
"'2022-06-06T16:00:00',",285.022,"101,313.43","13,186,472","20,315,401",286.942,0.003,4.935,2.848
"'2022-06-06T17:00:00',",285.095,"101,330.09","13,348,292","21,636,949",286.552,0.004,4.245,2.196
"'2022-06-06T18:00:00',",285.057,"101,323.58","13,464,132","22,955,602",286.321,0.004,3.828,1.704
